ID,tariff,stimulus,kwh_2009_08,kwh_2009_09,kwh_2009_10,kwh_2009_11,kwh_2009_12,kwh_2010_01,kwh_2010_02,kwh_2010_03,kwh_2010_04,D_410_2,D_410_3,D_420_2.0,D_420_3.0,D_420_4.0,D_420_5.0,D_420_6.0,D_420_7.0,D_43111_2.0,D_43111_3.0,D_43111_4.0,D_43111_5.0,D_43111_6.0,D_405_2,D_43521_2.0,D_43521_3.0,D_43521_4.0,D_43521_5.0,D_43521_6.0,D_43521_7.0,D_470.1_1,D_470.2_1,D_470.3_1,D_470.4_1,D_470.5_1,D_470.6_1,D_4701.1_1,D_4701.2_1,D_4701.3_1,D_4701.4_1,D_4701.5_1,D_4701.6_1,D_4701.7_1,D_4701.8_1,D_470.7_1,D_5414_2,D_5414_3,D_5418_2,D_5418_3,D_5418_4,D_5418_5,D_5418_6
2254,C,4,389.753,460.127,443.66650000000016,450.77600000000007,472.70649999999983,415.6870000000001,416.80199999999945,368.4445000000002,482.5020000000005,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2259,E,E,180.3279999999997,192.5614999999998,260.7925,162.41849999999968,185.5164999999999,207.3229999999997,208.51599999999922,244.5090000000004,309.44650000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2260,E,E,228.06299999999993,210.22450000000015,249.41100000000043,237.75700000000117,238.2775000000008,266.5364999999997,227.7949999999996,216.50599999999974,240.7675000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2263,E,E,199.29300000000018,205.6095,194.914,280.4035000000004,317.12000000000006,346.7040000000004,267.4920000000006,257.36199999999985,160.9329999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2265,E,E,279.4380000000004,297.1135000000001,320.5015,383.24050000000017,408.4964999999993,372.82799999999963,305.7129999999998,320.2280000000004,281.2835000000002,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2289,E,E,61.278500000000115,47.98550000000015,60.25199999999996,56.06650000000011,59.057500000000374,72.74900000000036,43.465500000000326,72.72300000000028,56.63100000000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2345,E,E,327.5705000000002,333.9620000000001,358.56099999999964,357.25599999999986,466.095,439.1160000000003,355.99849999999964,360.4410000000002,304.2204999999998,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2347,E,E,229.45300000000026,264.7709999999998,283.1835000000001,325.0994999999993,359.1009999999997,377.9819999999992,324.698,311.35100000000006,258.6419999999996,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2354,E,E,148.67799999999974,118.66249999999992,129.65599999999995,117.69449999999992,155.05450000000022,161.06300000000022,123.73550000000056,127.99350000000031,123.4775000000004,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2355,C,4,290.93149999999986,291.84949999999964,319.46,334.30300000000017,392.5215000000002,373.87900000000013,322.28099999999984,348.095,330.7630000000004,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2377,E,E,182.06799999999959,157.57700000000088,142.31550000000018,167.0110000000001,227.43650000000056,181.33549999999957,260.0889999999997,221.85550000000018,164.98299999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2387,E,E,238.38599999999985,245.52199999999988,274.754,312.7544999999993,349.93800000000016,366.7504999999997,307.2975000000003,309.9995,295.6220000000003,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2404,E,E,144.61149999999938,106.56349999999942,141.09449999999987,116.26599999999965,129.08199999999945,149.86450000000013,150.72249999999997,160.00349999999986,139.24699999999962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2405,E,E,238.2845,309.4950000000005,300.1539999999999,320.18349999999924,434.4775000000001,463.7975,305.3594999999998,293.3120000000001,264.3220000000003,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2407,E,E,129.81449999999992,128.1119999999995,131.30200000000016,145.8625000000003,175.32999999999993,189.2624999999996,141.1970000000006,128.05699999999965,101.15449999999979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2409,E,E,192.4624999999997,198.3789999999997,152.4549999999998,219.8634999999997,246.8875000000003,274.9549999999998,184.45299999999986,200.949,193.9085000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2414,C,4,331.2745000000002,326.8989999999999,358.23949999999985,336.7320000000002,365.4410000000002,217.123,282.814,288.24550000000016,268.54150000000004,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2436,E,E,224.338,213.7030000000001,235.8445000000004,264.9430000000001,348.4175,337.68050000000113,237.92349999999985,246.34749999999988,206.6749999999998,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2438,E,E,228.30800000000008,199.45150000000015,229.94500000000016,232.86849999999995,254.09700000000007,233.80100000000016,183.54600000000008,161.02,173.43249999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2457,C,4,312.8724999999997,369.1804999999998,397.23000000000013,431.06050000000056,476.385,423.04999999999967,400.38650000000086,340.6020000000005,363.5630000000006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2464,E,E,292.36700000000036,248.52950000000018,327.1879999999996,345.57899999999984,291.1844999999996,334.23149999999987,298.60599999999994,265.1825000000005,269.4080000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2477,C,4,731.5430000000008,770.8859999999997,851.2134999999993,841.4350000000003,994.8180000000003,970.4275000000006,666.4539999999985,796.3470000000009,722.6509999999997,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2489,E,E,216.9620000000003,213.25849999999957,263.4460000000004,263.66799999999995,309.6945000000004,272.4534999999999,222.29699999999974,236.43050000000008,202.86899999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2499,C,4,599.0170000000007,511.4499999999996,603.1475000000004,671.2570000000002,775.3654999999997,754.7374999999997,592.2820000000006,607.5809999999992,544.3490000000013,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2501,C,4,238.11899999999991,249.9735000000001,287.6515000000004,317.3260000000006,357.85150000000016,334.9275000000008,275.0300000000004,291.51049999999987,246.68899999999996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2522,E,E,416.2034999999997,332.6070000000003,354.37600000000015,362.09099999999984,476.2544999999997,426.6029999999996,328.2759999999988,341.44500000000045,258.7985000000002,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2526,E,E,106.56650000000064,111.3669999999996,103.3435000000002,136.99349999999998,184.67399999999927,228.353500000001,173.04199999999946,166.95749999999984,134.4900000000004,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2531,C,4,355.7229999999998,413.94499999999977,408.50099999999975,411.7315,492.6539999999998,463.2000000000004,357.46750000000054,391.3894999999998,347.31799999999953,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2536,C,4,704.9245,710.9250000000012,687.8804999999994,742.9789999999989,774.8764999999981,795.2275000000004,708.6739999999987,771.755,613.3590000000003,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2541,E,E,308.6840000000002,248.98649999999995,280.6784999999998,216.7975,283.03949999999975,249.3650000000004,231.65749999999986,239.44949999999957,202.82350000000028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2547,E,E,337.1669999999998,478.9844999999994,431.327500000001,422.0960000000002,482.66350000000097,458.88699999999994,387.5174999999995,391.43699999999984,294.5125000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2553,E,E,155.65850000000015,157.37350000000018,181.228,176.96350000000018,246.76150000000013,224.96849999999972,297.6045000000001,242.14199999999988,209.7214999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2556,C,4,534.8954999999996,465.86949999999985,602.7245000000003,647.3859999999999,830.8859999999993,805.3239999999997,718.9800000000004,653.0270000000023,571.5375000000004,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2560,C,4,262.7210000000013,293.7929999999997,383.9030000000012,406.5025000000004,602.4525000000009,540.9210000000005,374.86450000000076,398.5799999999994,401.3365000000003,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2591,E,E,178.8555,150.60550000000018,193.04099999999988,229.0835,258.40150000000017,285.8964999999993,245.47250000000008,221.00299999999996,176.54399999999978,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2594,E,E,307.1330000000001,272.9419999999997,315.8635,399.4204999999991,397.0194999999997,384.4134999999996,338.62849999999963,334.82449999999994,280.1120000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2605,E,E,259.5819999999991,247.75650000000007,260.531,263.43249999999983,393.0200000000003,306.2139999999997,238.2300000000001,255.5115,233.4235,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2607,E,E,257.83000000000004,238.74200000000042,248.117,304.8630000000004,373.4614999999997,341.0865000000005,264.211,241.60499999999988,226.58949999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2621,E,E,98.96599999999987,106.67549999999979,196.3435,296.7089999999997,196.02500000000026,271.1479999999995,202.05699999999993,143.42949999999925,125.23800000000027,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2623,E,E,125.09800000000004,135.01900000000015,175.42650000000003,176.27700000000004,203.55049999999957,189.5485,200.7820000000003,199.1814999999998,208.50449999999958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2638,E,E,186.29650000000038,193.35750000000016,194.4075,235.09499999999974,305.6219999999996,389.8750000000005,283.2334999999998,278.91700000000003,246.0745000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2646,E,E,406.4915000000002,382.9534999999999,352.07550000000055,334.6285000000002,400.38,424.5435000000004,351.4625000000003,300.4109999999999,276.47499999999985,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2654,E,E,193.34950000000006,217.72350000000046,202.90800000000007,232.75349999999958,258.95850000000013,497.72499999999917,238.01600000000062,265.20250000000004,186.05600000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2656,C,4,556.3824999999987,390.9380000000001,515.9045000000003,878.6549999999986,850.7874999999997,721.0060000000012,530.0290000000001,511.83300000000014,441.6374999999997,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2678,E,E,327.016,260.4505000000002,407.9649999999994,399.8999999999999,336.53549999999905,422.7464999999999,318.82449999999994,356.4400000000004,351.20950000000033,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2684,E,E,377.0465000000004,379.62800000000084,448.0799999999994,432.6279999999989,481.4885,460.895,376.4325,424.49950000000007,432.1520000000006,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2688,C,4,390.2085,416.76300000000015,411.2219999999997,363.89450000000016,432.7950000000006,436.13899999999967,406.1630000000007,465.00050000000056,437.097,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2694,C,4,331.6355000000002,346.6905000000003,380.0704999999997,420.84250000000014,539.344,435.32400000000035,387.33149999999983,379.33600000000064,331.2759999999998,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2701,E,E,235.71600000000055,220.95700000000016,231.02750000000026,291.20499999999964,402.78499999999946,379.3720000000003,302.91449999999986,243.61650000000014,248.28550000000047,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2702,E,E,132.16000000000003,124.60799999999996,132.7664999999997,141.0559999999999,176.15999999999985,146.47499999999985,125.15999999999991,126.47500000000015,102.01899999999978,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2718,C,4,278.20250000000004,251.99949999999973,307.0520000000005,363.5424999999999,397.7020000000007,357.2324999999998,442.6285000000006,403.262999999999,267.99949999999956,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2725,E,E,239.7640000000003,244.98849999999987,292.8845000000001,315.2824999999989,354.7365000000003,391.49100000000016,245.83100000000007,291.1764999999994,270.2760000000005,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2730,E,E,136.97799999999992,124.17249999999994,147.7799999999998,157.48449999999968,198.65499999999986,157.85949999999974,146.98050000000032,160.3065000000002,142.3369999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2733,E,E,126.07999999999909,142.12649999999934,137.9324999999997,213.19700000000026,269.67899999999884,333.43450000000047,222.07199999999926,206.28449999999862,123.34999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2744,E,E,232.6060000000004,207.2539999999996,222.04450000000037,301.2164999999996,295.36149999999975,328.14650000000063,234.42950000000008,221.20050000000015,217.74500000000046,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
